"year","last_name, first_name","player_id","pitch_hand","api_pitch_type","n_pitches","release_speed","spin_rate","movement_inches","alan_active_spin_pct","active_spin","hawkeye_measured","movement_inferred","api_pitch_name","active_spin_formatted","hawkeye_measured_clock_minutes","movement_inferred_clock_minutes","diff_measured_inferred","diff2","diff_measured_inferred_minutes","hawkeye_measured_clock_hh","hawkeye_measured_clock_mm","movement_inferred_clock_hh","movement_inferred_clock_mm","diff_clock_hh","diff_clock_mm","hawkeye_measured_clock_label","movement_inferred_clock_label","diff_clock_label"
,"Bubic, Kris",663460,"L","CH",677,"80",1603,"14.8",0.7758573868724595,0.9651324289701847,117.17942314932966,113.89520239285221,"Changeup",97,120,135,3.2842207564774526,3.284220756477483,-15,2,0,2,15,0,15,"2:00","2:15","-0H 15M"
,"Burdi, Zack",641420,"R","CH",31,"90.3",2163,"19.7",0.927903347721414,0.9848188561786659,242.17773768416546,249.02171115456127,"Changeup",98,600,585,-6.8439734703958095,6.843973470395835,15,10,0,9,45,0,15,"10:00","9:45","+0H 15M"
,"Burns, Andy",542992,"R","CH",14,"77.1",1863,"17.5",0.837963377708783,0.9404648656603777,221.2528799538528,213.4186987045715,"Changeup",94,630,660,7.8341812492813006,7.834181249281304,-30,10,30,11,0,0,30,"10:30","11:00","-0H 30M"
,"Cessa, Luis",570666,"R","CH",108,"87.9",1681,"14.7",0.7741636260423898,0.803135590800924,224.8643124691022,256.08399567592693,"Changeup",80,630,570,-31.219683206824726,31.219683206824733,60,10,30,9,30,1,0,"10:30","9:30","+1H 00M"
,"Clay, Sam",621348,"L","CH",76,"87",1766,"15.8",0.8150325387838228,0.8866526536668518,125.68483448450964,98.93768470647703,"Changeup",89,105,165,26.747149778032608,26.747149778032615,-60,1,45,2,45,1,0,"1:45","2:45","-1H 00M"
,"Davis, Wade",451584,"R","CH",12,"84.4",1772,"13.7",0.7078167840215835,0.8678056570765978,196.93577437354452,225.8498719757439,"Changeup",87,690,630,-28.914097602199377,28.914097602199387,60,11,30,10,30,1,0,"11:30","10:30","+1H 00M"
,"Eflin, Zach",621107,"R","CH",171,"85.3",1694,"16.2",0.8343410537693372,0.9817686820812761,238.11267660425264,250.61045439044653,"Changeup",98,600,585,-12.497777786193893,12.497777786193906,15,10,0,9,45,0,15,"10:00","9:45","+0H 15M"
,"Fiers, Mike",571666,"R","CH",17,"81.4",1874,"19",0.8757521428429983,0.8704805940812982,223.70611429990504,251.93659041217722,"Changeup",87,630,570,-28.230476112272186,28.230476112272182,60,10,30,9,30,1,0,"10:30","9:30","+1H 00M"
,"Gallen, Zac",668678,"R","CH",311,"86.1",1479,"13.6",0.7726169551251273,0.8934936656411336,230.55625798438297,259.56268343612356,"Changeup",89,615,555,-29.006425451740597,29.006425451740657,60,10,15,9,15,1,0,"10:15","9:15","+1H 00M"
,"Gibaut, Ian",664139,"R","CH",33,"84.2",1875,"16.5",0.8167555130415375,0.928721019052182,238.50033268645618,241.54263861864715,"Changeup",93,600,600,-3.0423059321909705,3.0423059321909514,0,10,0,10,0,0,0,"10:00","10:00"," 0H 00M"
,"Gray, Sonny",543243,"R","CH",71,"88.1",1820,"15.5",0.7962795596096378,0.8637166306805583,215.48662618885226,239.00311932729474,"Changeup",86,645,600,-23.516493138442485,23.516493138442463,45,10,45,10,0,0,45,"10:45","10:00","+0H 45M"
,"Hader, Josh",623352,"L","CH",63,"87.6",1465,"15.2",0.8761517009373415,0.9756428337509955,110.6046753123887,99.08266599278411,"Changeup",98,135,165,11.522009319604578,11.522009319604589,-30,2,15,2,45,0,30,"2:15","2:45","-0H 30M"
,"Hale, David",571735,"R","CH",112,"82.7",1605,"15.1",0.7913389619242123,0.9415193585897714,241.20984555811054,241.02769110353123,"Changeup",94,600,600,0.18215445457931878,0.1821544545793375,0,10,0,10,0,0,0,"10:00","10:00"," 0H 00M"
,"Hess, David",605276,"R","CH",12,"86.6",1606,"16.4",0.8883645589240223,0.990558660210311,228.899596373211,237.89951243065616,"Changeup",99,615,600,-8.999916057445148,8.999916057445168,15,10,15,10,0,0,15,"10:15","10:00","+0H 15M"
,"Heuer, Codi",676051,"R","CH",217,"87.2",2267,"18.4",0.8471366719767794,0.881394773517504,257.95522485122603,245.22121166609537,"Changeup",88,570,585,12.734013185130664,12.73401318513066,-15,9,30,9,45,0,15,"9:30","9:45","-0H 15M"
,"Howard, Sam",607572,"L","CH",15,"83.9",2149,"16.8",0.7946100619105222,0.9674903946582896,143.45483184109963,135.49677241990426,"Changeup",97,75,90,7.958059421195372,7.958059421195357,-15,1,15,1,30,0,15,"1:15","1:30","-0H 15M"
,"Irvin, Cole",608344,"L","CH",585,"84.2",1577,"15.6",0.8267837658267236,0.9880250579687441,128.33593944752988,119.74764308147337,"Changeup",99,105,120,8.588296366056511,8.58829636605653,-15,1,45,2,0,0,15,"1:45","2:00","-0H 15M"
,"Ivey, Tyler",663959,"R","CH",11,"81.9",2027,"17.3",0.8123422836059556,0.9587334224107277,214.89325169058634,222.7733533912038,"Changeup",96,645,630,-7.880101700617473,7.880101700617455,15,10,45,10,30,0,15,"10:45","10:30","+0H 15M"
,"James, Josh",657624,"R","CH",11,"87.6",1558,"17.3",0.955423443070655,0.9764309650126826,249.59587592039983,258.0557336064699,"Changeup",98,585,570,-8.45985768607008,8.459857686070023,15,9,45,9,30,0,15,"9:45","9:30","+0H 15M"
,"Johnson, DJ",597113,"R","CH",11,"88",1922,"17.2",0.8412905629663417,0.8830904434327311,237.7904411759952,259.7723442984946,"Changeup",88,600,555,-21.981903122499403,21.98190312249942,45,10,0,9,15,0,45,"10:00","9:15","+0H 45M"
,"Lange, Alex",656638,"R","CH",95,"89",1705,"17.5",0.9315545781624234,0.9694018263846558,242.68644740842777,257.9592266940994,"Changeup",97,600,570,-15.272779285671646,15.27277928567166,30,10,0,9,30,0,30,"10:00","9:30","+0H 30M"
,"Latz, Jacob",656641,"L","CH",20,"83.2",1515,"14.9",0.8236002368703657,0.9416253293051805,128.11116058713705,142.79536104392824,"Changeup",94,105,75,-14.684200456791189,14.684200456791206,30,1,45,1,15,0,30,"1:45","1:15","+0H 30M"
,"Lauer, Eric",641778,"L","CH",205,"86.6",1481,"16.6",0.946442674434832,0.9709406504680608,127.43655556685934,114.06887578041568,"Changeup",97,105,135,13.36767978644366,13.367679786443663,-30,1,45,2,15,0,30,"1:45","2:15","-0H 30M"
,"Lester, Jon",452657,"L","CH",430,"81.3",1735,"12.6",0.6369156570068484,0.7117329989264795,151.86907573060745,114.96448218588,"Changeup",71,60,135,36.90459354472745,36.904593544727454,-75,1,0,2,15,1,15,"1:00","2:15","-1H 15M"
,"Loup, Aaron",571901,"L","CH",72,"79.9",1877,"18.8",0.8932653659843365,0.986948341942826,81.94103655217928,74.78034945687739,"Changeup",99,195,210,7.1606870953018955,7.160687095301891,-15,3,15,3,30,0,15,"3:15","3:30","-0H 15M"
,"Lynn, Lance",458681,"R","CH",108,"87.1",1781,"15.4",0.8005050234735506,0.8530308060143946,222.86061896949838,249.1569188552634,"Changeup",85,630,585,-26.296299885765023,26.29629988576503,45,10,30,9,45,0,45,"10:30","9:45","+0H 45M"
,"May, Trevor",543507,"R","CH",169,"87",1720,"17.5",0.9006796883122811,0.9504795499985009,216.36418100560581,219.59262194820408,"Changeup",95,645,645,-3.2284409425982687,3.2284409425982616,0,10,45,10,45,0,0,"10:45","10:45"," 0H 00M"
,"Means, John",607644,"L","CH",634,"83.4",2255,"20.9",0.9268300140364149,0.9809928952827744,134.2728166007049,139.48733225654652,"Changeup",98,90,75,-5.214515655841609,5.214515655841566,15,1,30,1,15,0,15,"1:30","1:15","+0H 15M"
,"Miley, Wade",489119,"L","CH",674,"81.9",1802,"16.4",0.8213917982784369,0.8621133582102636,134.19924163022785,108.900872326845,"Changeup",86,90,135,25.29836930338284,25.298369303382863,-45,1,30,2,15,0,45,"1:30","2:15","-0H 45M"
,"Mills, Alec",621219,"R","CH",322,"79.1",1745,"15.9",0.8034350346528155,0.8579512197578714,239.91057548703785,260.77350639420797,"Changeup",86,600,555,-20.862930907170124,20.862930907170128,45,10,0,9,15,0,45,"10:00","9:15","+0H 45M"
,"Minor, Mike",501985,"L","CH",509,"85.2",2236,"20.5",0.9440255909005787,0.9672206649745279,131.70664310671387,120.51788159056994,"Changeup",97,90,120,11.188761516143927,11.188761516143904,-30,1,30,2,0,0,30,"1:30","2:00","-0H 30M"
,"Moore, Matt",519043,"L","CH",242,"82.6",1842,"18.6",0.9137331854239482,0.9839025206256617,110.37880371249116,107.76167400383605,"Changeup",98,135,150,2.6171297086551135,2.617129708655122,-15,2,15,2,30,0,15,"2:15","2:30","-0H 15M"
,"Morgan, Eli",669212,"R","CH",325,"74.8",2017,"15.9",0.7194273838529025,0.8552532432306417,262.4457192775302,259.4589722653587,"Changeup",86,555,555,2.98674701217152,2.9867470121715556,0,9,15,9,15,0,0,"9:15","9:15"," 0H 00M"
,"Nola, Aaron",605400,"R","CH",587,"85.2",1511,"16.1",0.8843410463847872,0.9931842229426363,256.16151200598296,268.0841431137402,"Changeup",99,570,540,-11.92263110775724,11.922631107757264,30,9,30,9,0,0,30,"9:30","9:00","+0H 30M"
,"Nolin, Sean",543594,"L","CH",78,"79.9",1670,"17.7",0.9036600681796586,0.962749827850176,129.08564559971973,112.8725906940842,"Changeup",96,105,135,16.21305490563553,16.213054905635527,-30,1,45,2,15,0,30,"1:45","2:15","-0H 30M"
,"Osich, Josh",592612,"L","CH",43,"81.6",1569,"16.4",0.8812511288087818,0.9646362485729135,125.38553713757325,130.22446477213938,"Changeup",96,105,105,-4.838927634566133,4.838927634566115,0,1,45,1,45,0,0,"1:45","1:45"," 0H 00M"
,"Otto, Glenn",657248,"R","CH",26,"87.1",1987,"19.3",0.9365500167114473,0.9846447921016935,235.72328020924112,244.8315016151226,"Changeup",98,615,585,-9.108221405881466,9.108221405881483,30,10,15,9,45,0,30,"10:15","9:45","+0H 30M"
,"Ponce, Cody",664074,"R","CH",58,"86.2",1888,"17",0.8585647579102185,0.9947513199988686,232.69254299399222,234.75264286347684,"Changeup",99,615,615,-2.060099869484617,2.06009986948465,0,10,15,10,15,0,0,"10:15","10:15"," 0H 00M"
,"Ray, Robbie",592662,"L","CH",113,"88.2",1726,"16.6",0.870203172471297,0.9663240414037163,140.6544340912078,139.01679480299885,"Changeup",97,75,75,1.637639288208959,1.6376392882089663,0,1,15,1,15,0,0,"1:15","1:15"," 0H 00M"
,"Reyes, Alex",621052,"R","CH",111,"90.3",1471,"14.7",0.8548593887941643,0.970634891648074,225.50338878826065,232.01493082144046,"Changeup",97,630,615,-6.511542033179808,6.511542033179822,15,10,30,10,15,0,15,"10:30","10:15","+0H 15M"
,"Ruiz, José",614179,"R","CH",38,"89.4",1851,"16.5",0.8375730140701547,0.8878407213939902,218.17474702377967,243.63579089040715,"Changeup",89,645,600,-25.461043866627477,25.461043866627463,45,10,45,10,0,0,45,"10:45","10:00","+0H 45M"
,"Sale, Chris",519242,"L","CH",133,"86.5",2019,"19.2",0.9205133950596277,0.9915142520367756,98.7318824722752,90.60407874330664,"Changeup",99,165,180,8.127803728968559,8.127803728968559,-15,2,45,3,0,0,15,"2:45","3:00","-0H 15M"
,"Shaw, Bryan",543766,"R","CH",56,"83.1",1623,"10.7",0.5676453993760832,0.7763604635333099,214.34580182341614,243.22384270561716,"Changeup",78,645,600,-28.87804088220102,28.878040882201034,45,10,45,10,0,0,45,"10:45","10:00","+0H 45M"
,"Smith, Drew",622098,"R","CH",27,"85.2",2013,"19.7",0.9418906523871484,0.9932203032758568,237.89556375201883,231.5228533038918,"Changeup",99,600,615,6.372710448127037,6.372710448127015,-15,10,0,10,15,0,15,"10:00","10:15","-0H 15M"
,"Vesia, Alex",681911,"L","CH",64,"85.9",1939,"17.6",0.8709874893635108,0.9960422594049082,129.7036864381542,122.7628538993529,"Changeup",100,105,120,6.940832538801288,6.94083253880129,-15,1,45,2,0,0,15,"1:45","2:00","-0H 15M"
,"Webb, Jacob",657097,"R","CH",261,"83.7",2265,"18.9",0.8740196572728466,0.9688401877015042,247.05033631900073,249.54262910553962,"Changeup",97,585,585,-2.492292786538883,2.4922927865388593,0,9,45,9,45,0,0,"9:45","9:45"," 0H 00M"
,"Webb, Logan",657277,"R","CH",506,"86.1",1474,"11.7",0.6493333758253969,0.7884843819748468,269.199409470876,306.6197127340462,"Changeup",79,540,465,-37.42030326317018,37.420303263170204,75,9,0,7,45,1,15,"9:00","7:45","+1H 15M"
,"Webb, Tyler",643778,"L","CH",73,"79.6",1690,"17.4",0.8673038107963205,0.9869063157962864,149.7490366798066,161.30322169194295,"Changeup",99,60,750,-11.554185012136344,11.554185012136339,30,1,0,12,30,0,30,"1:00","12:30","+0H 30M"
,"Weber, Ryan",543901,"R","CH",11,"80.8",1654,"15.9",0.8126448816408356,0.9712902233463948,274.61689045935736,268.28363214287316,"Changeup",97,525,540,6.333258316484205,6.333258316484244,-15,8,45,9,0,0,15,"8:45","9:00","-0H 15M"
,"Wells, Alex",649144,"L","CH",102,"83.2",1559,"17.1",0.9071350858867423,0.9849483788992579,122.1993372159782,117.52804097219794,"Changeup",98,120,120,4.671296243780262,4.671296243780281,0,2,0,2,0,0,0,"2:00","2:00"," 0H 00M"
,"Young, Alex",622065,"L","CH",163,"85.3",1547,"14.2",0.7897976628358611,0.8547466039948043,126.2874555004615,96.62610432851285,"Changeup",85,105,165,29.661351171948652,29.661351171948645,-60,1,45,2,45,1,0,"1:45","2:45","-1H 00M"
,"Zeuch, T.J.",643615,"R","CH",20,"81.5",1573,"15.9",0.8175634554653751,0.9788895753618471,229.1490110170045,241.1320662738239,"Changeup",98,615,600,-11.983055256819398,11.983055256819396,15,10,15,10,0,0,15,"10:15","10:00","+0H 15M"
,"Abbott, Cory",676265,"R","CH",21,"86.7",2131,"18.6",0.8615853690619213,0.9521793062447053,238.40643796327691,233.19601771294649,"Changeup",95,600,615,5.210420250330429,5.210420250330425,-15,10,0,10,15,0,15,"10:00","10:15","-0H 15M"
,"Akin, Keegan",669211,"L","CH",341,"81.9",1936,"17.4",0.8305590238383965,0.9531927548916218,123.59280972251842,113.01326096723439,"Changeup",95,120,135,10.579548755284037,10.579548755284037,-15,2,0,2,15,0,15,"2:00","2:15","-0H 15M"
,"Alaniz, R.J.",595798,"R","CH",17,"86.3",1585,"17.1",0.9395766919439317,0.9317351842740871,259.9152411755987,280.7185023761973,"Changeup",93,555,525,-20.803261200598627,20.803261200598627,30,9,15,8,45,0,30,"9:15","8:45","+0H 30M"
,"Allen, Logan",663531,"L","CH",138,"83.3",1495,"16.3",0.8934419058285006,0.9727533191146038,127.90979380600359,115.60323403621356,"Changeup",97,105,135,12.306559769790027,12.306559769790036,-30,1,45,2,15,0,30,"1:45","2:15","-0H 30M"
,"Ashby, Aaron",676879,"L","CH",110,"88.9",1887,"14.6",0.7497083045764603,0.8225047614399494,128.57049979990154,93.65638552390888,"Changeup",82,105,180,34.91411427599266,34.91411427599266,-75,1,45,3,0,1,15,"1:45","3:00","-1H 15M"
,"Avila, Pedro",658648,"R","CH",24,"82.7",1693,"3.5",0.17827973687959192,0.22895105684043024,210.39107747874115,233.0497822308224,"Changeup",23,660,615,-22.658704752081235,22.658704752081217,45,11,0,10,15,0,45,"11:00","10:15","+0H 45M"
,"Bard, Daniel",453268,"R","CH",66,"89.8",2145,"16.9",0.8921625226241466,0.9357502127495732,250.23241963371373,270.63010441984477,"Changeup",94,585,540,-20.397684786131038,20.397684786131038,45,9,45,9,0,0,45,"9:45","9:00","+0H 45M"
,"Barnes, Matt",598264,"R","CH",16,"87.7",2178,"18.9",0.8817238135083919,0.9236556770587095,252.07124368542605,251.40900155689695,"Changeup",92,570,570,0.6622421285291011,0.6622421285291347,0,9,30,9,30,0,0,"9:30","9:30"," 0H 00M"
,"Brentz, Jake",641394,"L","CH",138,"91",1683,"17.9",0.9693463111790838,0.9467453623405244,121.36204900550231,99.5014817139485,"Changeup",95,120,165,21.86056729155382,21.860567291553817,-45,2,0,2,45,0,45,"2:00","2:45","-0H 45M"
,"Brubaker, JT",664141,"R","CH",121,"87.2",1886,"17.7",0.8856191702408269,0.8983282007332101,226.97551610137702,248.25949227056648,"Changeup",90,630,585,-21.283976169189458,21.283976169189454,45,10,30,9,45,0,45,"10:30","9:45","+0H 45M"
,"Bundy, Dylan",605164,"R","CH",181,"83.3",1549,"15.2",0.8001429056646512,0.8945384339111773,219.59644336025002,242.35801932667377,"Changeup",89,645,600,-22.76157596642375,22.761575966423777,45,10,45,10,0,0,45,"10:45","10:00","+0H 45M"
,"Báez, Pedro",520980,"R","CH",36,"83.2",1576,"17.4",0.9240398357217577,0.990929487599639,213.46303659024696,227.5810209331608,"Changeup",99,660,630,-14.117984342913843,14.117984342913843,30,11,0,10,30,0,30,"11:00","10:30","+0H 30M"
,"Cease, Dylan",656302,"R","CH",211,"78.1",1647,"16.3",0.8236943003003788,0.866040120746153,187.43601972886114,207.37050711254264,"Changeup",87,705,660,-19.9344873836815,19.934487383681518,45,11,45,11,0,0,45,"11:45","11:00","+0H 45M"
,"Cole, Gerrit",543037,"R","CH",418,"89.9",1713,"18.9",0.9853367876061886,0.9873424504450323,240.40781764688307,241.97386482918046,"Changeup",99,600,600,-1.5660471822973818,1.5660471822974023,0,10,0,10,0,0,0,"10:00","10:00"," 0H 00M"
,"Conley, Adam",543045,"L","CH",85,"84",2055,"19.5",0.9122288427734329,0.9712668759300132,108.56599147103623,113.92710810984079,"Changeup",97,150,135,-5.36111663880456,5.361116638804569,15,2,30,2,15,0,15,"2:30","2:15","+0H 15M"
,"Coonrod, Sam",656322,"R","CH",50,"90.3",1500,"15.5",0.8781099288425478,0.9390302987257153,241.37824912038616,265.96456972603653,"Changeup",94,600,555,-24.58632060565037,24.58632060565038,45,10,0,9,15,0,45,"10:00","9:15","+0H 45M"
,"Crouse, Hans",668968,"R","CH",21,"84.8",1805,"17.3",0.8523815077431206,0.9802035591904887,232.32991898814336,246.63166853046664,"Changeup",98,615,585,-14.301749542323279,14.301749542323291,30,10,15,9,45,0,30,"10:15","9:45","+0H 30M"
,"Davies, Zach",605200,"R","CH",834,"78.5",1691,"16",0.8046967082150664,0.9791480787328303,251.65096871687928,246.32112957576754,"Changeup",98,570,585,5.329839141111734,5.329839141111773,-15,9,30,9,45,0,15,"9:30","9:45","-0H 15M"
,"Duffy, Danny",518633,"L","CH",155,"85.2",2293,"19.9",0.8895682731987099,0.9233740982434108,126.2341033680825,125.44040966193279,"Changeup",92,105,105,0.7936937061497105,0.7936937061496976,0,1,45,1,45,0,0,"1:45","1:45"," 0H 00M"
,"Dunn, Justin",643290,"R","CH",10,"89.5",1785,"18.7",0.9503852168458857,0.8791715466350423,217.89192198157275,232.43661069848048,"Changeup",88,645,615,-14.544688716907729,14.54468871690771,30,10,45,10,15,0,30,"10:45","10:15","+0H 30M"
,"Ellis, Chris",595939,"R","CH",41,"87.4",1739,"18.4",0.9452330868189714,0.9423956709556158,232.78259229189803,252.2543804832498,"Changeup",94,615,570,-19.471788191351777,19.47178819135179,45,10,15,9,30,0,45,"10:15","9:30","+0H 45M"
,"Farmer, Buck",571656,"R","CH",172,"87.7",1589,"16.2",0.8917886937390213,0.8965554253852801,243.67652776143757,261.622259868244,"Changeup",90,600,555,-17.945732106806418,17.945732106806457,45,10,0,9,15,0,45,"10:00","9:15","+0H 45M"
,"Fedde, Erick",607200,"R","CH",216,"87.6",1554,"15.5",0.8475138012283625,0.886291374985677,238.51607643382957,268.9113804617432,"Changeup",89,600,540,-30.395304027913625,30.39530402791362,60,10,0,9,0,1,0,"10:00","9:00","+1H 00M"
,"Floro, Dylan",571670,"R","CH",255,"86.4",1850,"17.6",0.8795622315922397,0.9426009257747321,246.8316493792248,265.9558627702038,"Changeup",94,585,555,-19.12421339097898,19.124213390978994,30,9,45,9,15,0,30,"9:45","9:15","+0H 30M"
