"year","last_name, first_name","player_id","pitch_hand","api_pitch_type","n_pitches","release_speed","spin_rate","movement_inches","alan_active_spin_pct","active_spin","hawkeye_measured","movement_inferred","api_pitch_name","active_spin_formatted","hawkeye_measured_clock_minutes","movement_inferred_clock_minutes","diff_measured_inferred","diff2","diff_measured_inferred_minutes","hawkeye_measured_clock_hh","hawkeye_measured_clock_mm","movement_inferred_clock_hh","movement_inferred_clock_mm","diff_clock_hh","diff_clock_mm","hawkeye_measured_clock_label","movement_inferred_clock_label","diff_clock_label"
,"Hall, DL",669084,"L","CH",55,"85",2187,"18.2",0.8250613442877776,0.9115838821457649,115.46464478460123,119.65442021182335,"Changeup",91,135,120,-4.189775427222116,4.189775427222123,15,2,15,2,0,0,15,"2:15","2:00","+0H 15M"
,"Baz, Shane",669358,"R","CH",36,"88.5",2009,"19.2",0.9320760892217247,0.9874447381960393,233.8576758380484,242.0217399738702,"Changeup",99,615,600,-8.164064135821803,8.164064135821834,15,10,15,10,0,0,15,"10:15","10:00","+0H 15M"
,"Bird, Jake",656234,"R","CH",14,"88",1717,"11.3",0.688020748034668,0.8376284103842725,251.921490099815,273.0993303302604,"Changeup",84,570,540,-21.177840230445383,21.177840230445348,30,9,30,9,0,0,30,"9:30","9:00","+0H 30M"
,"Crowe, Wil",640444,"R","CH",381,"85.9",1738,"11.4",0.5897430880959008,0.5639443700139719,224.26100625672547,255.87107089222644,"Changeup",56,630,570,-31.610064635500976,31.61006463550102,60,10,30,9,30,1,0,"10:30","9:30","+1H 00M"
,"Cuas, Jose",621016,"R","CH",11,"87.7",1722,"16.3",0.8652088979433847,0.9855744664305125,271.3513651872324,280.49208209421715,"Changeup",99,540,525,-9.140716906984778,9.140716906984757,15,9,0,8,45,0,15,"9:00","8:45","+0H 15M"
,"Cyr, Tyler",664202,"R","CH",60,"86.2",1210,"9.2",0.5755327508979446,0.6111973460576852,216.45356098090252,254.88397267683814,"Changeup",61,645,570,-38.43041169593562,38.430411695935646,75,10,45,9,30,1,15,"10:45","9:30","+1H 15M"
,"Fried, Max",608331,"L","CH",342,"86.6",1420,"14.1",0.8270010983212434,0.8826356748357291,133.27639517185995,103.10847558901051,"Changeup",88,90,150,30.167919582849436,30.16791958284943,-60,1,30,2,30,1,0,"1:30","2:30","-1H 00M"
,"Hill, Rich",448179,"L","CH",80,"82.8",1879,"17.9",0.8567468661023333,0.9263612776688712,119.51376009330502,108.89066818023637,"Changeup",93,120,135,10.623091913068649,10.623091913068636,-15,2,0,2,15,0,15,"2:00","2:15","-0H 15M"
,"Kelly, Joe",523260,"R","CH",57,"87.1",2043,"18.4",0.9194297035318318,0.9792763865705171,253.96384525404204,255.72004363412827,"Changeup",98,570,570,-1.7561983800862322,1.7561983800862306,0,9,30,9,30,0,0,"9:30","9:30"," 0H 00M"
,"King, John",667463,"L","CH",174,"80.6",1634,"16.8",0.8617350871615214,0.9188179416756647,102.50095044279183,83.85132232025146,"Changeup",92,150,195,18.649628122540378,18.649628122540378,-45,2,30,3,15,0,45,"2:30","3:15","-0H 45M"
,"Kuhl, Chad",641771,"R","CH",167,"87.9",1700,"15.7",0.888836989368331,0.9884261220102213,241.36976874797642,250.48406608493866,"Changeup",99,600,585,-9.114297336962238,9.114297336962224,15,10,0,9,45,0,15,"10:00","9:45","+0H 15M"
,"Law, Derek",571882,"R","CH",10,"87.9",1727,"15.4",0.8116439701618268,0.9673775923375044,236.34428978373734,248.30955716372287,"Changeup",97,600,585,-11.965267379985534,11.965267379985558,15,10,0,9,45,0,15,"10:00","9:45","+0H 15M"
,"Lee, Dylan",669276,"L","CH",51,"86.3",1525,"14.8",0.845357708097927,0.9677944237844726,142.31099900428384,128.63531368852867,"Changeup",97,75,105,13.675685315755175,13.675685315755164,-30,1,15,1,45,0,30,"1:15","1:45","-0H 30M"
,"Lugo, Seth",607625,"R","CH",18,"87.6",1774,"18.2",0.9285546961859096,0.9586611437828414,229.05388707587989,241.3906300730567,"Changeup",96,615,600,-12.336742997176827,12.33674299717683,15,10,15,10,0,0,15,"10:15","10:00","+0H 15M"
,"Meyer, Max",676974,"R","CH",13,"87.7",1763,"16.8",0.8531474696885375,0.8888961419279197,225.87613102232334,252.0558847684848,"Changeup",89,630,570,-26.179753746161452,26.17975374616142,60,10,30,9,30,1,0,"10:30","9:30","+1H 00M"
,"Ort, Kaleb",672391,"R","CH",36,"89.8",1891,"17.1",0.861655108474988,0.9827343123948572,240.27860696542575,254.69578957310813,"Changeup",98,600,570,-14.417182607682378,14.417182607682397,30,10,0,9,30,0,30,"10:00","9:30","+0H 30M"
,"Vest, Will",676684,"R","CH",114,"86.8",1571,"16.6",0.9034489595053976,0.9707292255589035,247.38445310350275,262.59406643946494,"Changeup",97,585,555,-15.209613335962189,15.209613335962185,30,9,45,9,15,0,30,"9:45","9:15","+0H 30M"
,"Wood, Alex",622072,"L","CH",378,"85.7",1654,"14.9",0.779760980245349,0.9338023661817845,85.51399960708885,84.87177552507808,"Changeup",93,195,195,0.6422240820107703,0.642224082010769,0,3,15,3,15,0,0,"3:15","3:15"," 0H 00M"
,"Adam, Jason",592094,"R","CH",282,"90",2036,"17.4",0.8372630198720192,0.8224287096044722,235.58432796298044,266.72940309772116,"Changeup",82,615,540,-31.145075134740722,31.145075134740694,75,10,15,9,0,1,15,"10:15","9:00","+1H 15M"
,"Alexy, A.J.",669935,"R","CH",13,"88.3",1504,"14.5",0.8211842123601286,0.9474655625064794,215.42191548552313,231.00288680825932,"Changeup",95,645,615,-15.58097132273619,15.58097132273619,30,10,45,10,15,0,30,"10:45","10:15","+0H 30M"
,"Bubic, Kris",663460,"L","CH",627,"80.7",1690,"16.9",0.8655249363549754,0.987555319566678,113.24126261524384,115.32472707268339,"Changeup",99,135,135,-2.083464457439547,2.0834644574395536,0,2,15,2,15,0,0,"2:15","2:15"," 0H 00M"
,"Cessa, Luis",570666,"R","CH",227,"87.8",1676,"13.2",0.7093238805482256,0.8212027547093972,227.79976555480343,249.47001271745273,"Changeup",82,630,585,-21.670247162649304,21.670247162649304,45,10,30,9,45,0,45,"10:30","9:45","+0H 45M"
,"Eflin, Zach",621107,"R","CH",73,"87",1699,"16.4",0.865297699658692,0.9589521266530181,234.2829242029585,243.43883783921393,"Changeup",96,615,600,-9.155913636255434,9.155913636255397,15,10,15,10,0,0,15,"10:15","10:00","+0H 15M"
,"Faedo, Alex",656412,"R","CH",126,"86.2",1945,"19.4",0.9426131998397195,0.9933890288940842,235.5529747859898,239.06194995568708,"Changeup",99,615,600,-3.508975169697294,3.5089751696973277,15,10,15,10,0,0,15,"10:15","10:00","+0H 15M"
,"Gallen, Zac",668678,"R","CH",373,"86.2",1539,"12.8",0.726737039404348,0.7933900600650753,220.80948037135778,255.80227358439788,"Changeup",79,645,570,-34.9927932130401,34.99279321304011,75,10,45,9,30,1,15,"10:45","9:30","+1H 15M"
,"Gibaut, Ian",664139,"R","CH",74,"85.9",1894,"17",0.8499664322242917,0.9504359174509047,243.45120653870873,248.4276995480312,"Changeup",95,600,585,-4.976493009322468,4.976493009322429,15,10,0,9,45,0,15,"10:00","9:45","+0H 15M"
,"Gray, Sonny",543243,"R","CH",19,"87.1",1882,"16.8",0.8472698617065708,0.9196384834610885,223.2029858263295,246.0336258006701,"Changeup",92,630,585,-22.830639974340613,22.830639974340606,45,10,30,9,45,0,45,"10:30","9:45","+0H 45M"
,"Hader, Josh",623352,"L","CH",20,"88.6",1581,"15.7",0.8594269796898946,0.9470422563694596,115.23044488005117,111.5697852139529,"Changeup",95,135,135,3.660659666098269,3.660659666098276,0,2,15,2,15,0,0,"2:15","2:15"," 0H 00M"
,"Head, Louis",545343,"R","CH",20,"88.6",1489,"13.9",0.7764837800392406,0.8470721636639366,241.53915945168848,274.35085667202696,"Changeup",85,600,525,-32.81169722033849,32.81169722033846,75,10,0,8,45,1,15,"10:00","8:45","+1H 15M"
,"Irvin, Cole",608344,"L","CH",468,"83",1542,"15.3",0.808856358563871,0.9912430584270293,123.98792564845456,112.06818169714413,"Changeup",99,105,135,11.919743951310437,11.919743951310428,-30,1,45,2,15,0,30,"1:45","2:15","-0H 30M"
,"Kelly, Zack",677161,"R","CH",86,"81.9",2381,"19.3",0.8364764221964693,0.8464437858748618,272.13773824014015,253.58484196842997,"Changeup",85,540,570,18.552896271710182,18.552896271710175,-30,9,0,9,30,0,30,"9:00","9:30","-0H 30M"
,"Lange, Alex",656638,"R","CH",198,"89.7",1702,"17.4",0.926058416875246,0.932955721755776,243.7386915217381,265.8772343689102,"Changeup",93,600,555,-22.13854284717209,22.13854284717212,45,10,0,9,15,0,45,"10:00","9:15","+0H 45M"
,"Lauer, Eric",641778,"L","CH",75,"87.2",1734,"17.6",0.9233564717637217,0.975889840720734,128.35517384103025,115.0942018666118,"Changeup",98,105,135,13.260971974418453,13.26097197441843,-30,1,45,2,15,0,30,"1:45","2:15","-0H 30M"
,"Logue, Zach",656657,"L","CH",137,"82",1872,"16",0.767554282992368,0.8926702516054406,111.5014958220733,83.61713958863115,"Changeup",89,135,195,27.884356233442148,27.884356233442144,-60,2,15,3,15,1,0,"2:15","3:15","-1H 00M"
,"Loup, Aaron",571901,"L","CH",119,"80.3",1945,"19",0.8893841442102026,0.9925861210240996,84.28835837728835,76.55595275473469,"Changeup",99,195,210,7.732405622553657,7.732405622553652,-15,3,15,3,30,0,15,"3:15","3:30","-0H 15M"
,"Lynn, Lance",458681,"R","CH",71,"85.8",1862,"13.5",0.6829847506449352,0.7718505873851457,224.7293735862567,249.02847176513237,"Changeup",77,630,585,-24.299098178875653,24.299098178875653,45,10,30,9,45,0,45,"10:30","9:45","+0H 45M"
,"May, Dustin",669160,"R","CH",26,"88.6",1926,"15.7",0.770717545559372,0.9155748872259554,266.437594494049,273.49376443212526,"Changeup",92,540,540,-7.056169938076266,7.05616993807632,0,9,0,9,0,0,0,"9:00","9:00"," 0H 00M"
,"May, Trevor",543507,"R","CH",75,"87.3",1696,"17.8",0.9358038053004469,0.961706229476869,225.50704414756382,233.44902490602442,"Changeup",96,630,615,-7.941980758460602,7.941980758460651,15,10,30,10,15,0,15,"10:30","10:15","+0H 15M"
,"Means, John",607644,"L","CH",42,"82.3",2278,"21.5",0.9537522465732788,0.9449814685102349,126.23553680541363,137.49903341624804,"Changeup",94,105,90,-11.263496610834409,11.2634966108344,15,1,45,1,30,0,15,"1:45","1:30","+0H 15M"
,"Miley, Wade",489119,"L","CH",164,"81.4",1823,"17.8",0.8598537736938839,0.8730723706327943,132.74723061565942,107.28126930596372,"Changeup",87,90,150,25.4659613096957,25.465961309695704,-60,1,30,2,30,1,0,"1:30","2:30","-1H 00M"
,"Mills, Alec",621219,"R","CH",56,"78.9",1691,"16.8",0.8411353911957015,0.8544588891720709,235.16156622848914,255.4086820786898,"Changeup",85,615,570,-20.247115850200657,20.247115850200665,45,10,15,9,30,0,45,"10:15","9:30","+0H 45M"
,"Minor, Mike",501985,"L","CH",398,"84.2",2175,"19.5",0.9092854261758728,0.9870913831271535,124.24007550510714,116.10486084046175,"Changeup",99,105,135,8.135214664645389,8.135214664645382,-30,1,45,2,15,0,30,"1:45","2:15","-0H 30M"
,"Moore, Matt",519043,"L","CH",210,"85",2020,"19.4",0.9227420900990777,0.970203966317415,113.02432432240458,112.05855927618647,"Changeup",97,135,135,0.9657650462181095,0.9657650462181272,0,2,15,2,15,0,0,"2:15","2:15"," 0H 00M"
,"Morgan, Eli",669212,"R","CH",279,"75.9",2098,"16.6",0.7527439858565035,0.874453908088702,263.55248289691707,264.49132909429375,"Changeup",87,555,555,-0.9388461973766766,0.9388461973766843,0,9,15,9,15,0,0,"9:15","9:15"," 0H 00M"
,"Nola, Aaron",605400,"R","CH",442,"85.9",1483,"16.4",0.9125285197922324,0.9938140398016693,251.13537398440718,263.26155473348354,"Changeup",99,585,555,-12.126180749076354,12.126180749076367,30,9,45,9,15,0,30,"9:45","9:15","+0H 30M"
,"Oller, Adam",670124,"R","CH",159,"86.5",1639,"16.7",0.8764372490303626,0.9567917582043314,244.8225672783944,248.07191706932701,"Changeup",96,585,585,-3.2493497909326265,3.249349790932652,0,9,45,9,45,0,0,"9:45","9:45"," 0H 00M"
,"Otto, Glenn",657248,"R","CH",165,"88.1",1681,"17.2",0.9076345414021973,0.9831211157864435,224.83322716646842,241.85973600687288,"Changeup",98,630,600,-17.02650884040446,17.026508840404414,30,10,30,10,0,0,30,"10:30","10:00","+0H 30M"
,"Ray, Robbie",592662,"L","CH",21,"86.9",1759,"16.6",0.8423367518352531,0.9452582134564387,141.76623070287852,137.89865458470996,"Changeup",95,75,90,3.8675761181685573,3.8675761181685697,-15,1,15,1,30,0,15,"1:15","1:30","-0H 15M"
,"Ruiz, José",614179,"R","CH",251,"89.9",1795,"17.6",0.9119918185314628,0.9197017035350544,223.6935591352269,246.80703306728725,"Changeup",92,630,585,-23.113473932060344,23.11347393206031,45,10,30,9,45,0,45,"10:30","9:45","+0H 45M"
,"Ruiz, Norge",650204,"R","CH",66,"85.4",1784,"9.6",0.4841744377226208,0.6445385487131177,220.09538321358076,235.88625785901272,"Changeup",64,645,615,-15.790874645431956,15.790874645431975,30,10,45,10,15,0,30,"10:45","10:15","+0H 30M"
,"Sale, Chris",519242,"L","CH",22,"88.2",1959,"19.6",0.9487459413859888,0.9918159296431028,99.0401438249998,90.36552575798456,"Changeup",99,165,180,8.674618067015246,8.67461806701523,-15,2,45,3,0,0,15,"2:45","3:00","-0H 15M"
,"Sands, Cole",663485,"R","CH",14,"85.5",2057,"18.2",0.8760357792605838,0.972532967337765,250.6904132576296,254.90116577598621,"Changeup",97,585,570,-4.210752518356628,4.2107525183566406,15,9,45,9,30,0,15,"9:45","9:30","+0H 15M"
,"Shaw, Bryan",543766,"R","CH",27,"81.9",1659,"10.6",0.5537743296302288,0.7615079827116986,211.87336020348627,237.38323389150094,"Changeup",76,660,600,-25.509873688014665,25.509873688014714,60,11,0,10,0,1,0,"11:00","10:00","+1H 00M"
,"Smith, Drew",622098,"R","CH",41,"85.2",1968,"19.3",0.9229884629728591,0.9964647910428059,239.25289867707164,230.70315602691198,"Changeup",100,600,615,8.549742650159658,8.54974265015965,-15,10,0,10,15,0,15,"10:00","10:15","-0H 15M"
,"Stout, Eric",657770,"L","CH",54,"87.5",1500,"16.8",0.9529764529621728,0.9666263280698228,111.59648124301572,95.01188079394841,"Changeup",97,135,165,16.58460044906731,16.584600449067292,-30,2,15,2,45,0,30,"2:15","2:45","-0H 30M"
,"Vesia, Alex",681911,"L","CH",42,"85.6",1966,"17.2",0.8491091083502681,0.9912364779934176,135.04335199226873,131.6291437316069,"Changeup",99,90,90,3.4142082606618374,3.414208260661841,0,1,30,1,30,0,0,"1:30","1:30"," 0H 00M"
,"Vieaux, Cam",664944,"L","CH",35,"86.9",1593,"14.6",0.8101287786899379,0.8488835861991082,125.98017321697412,101.61622275110363,"Changeup",85,105,150,24.363950465870488,24.36395046587049,-45,1,45,2,30,0,45,"1:45","2:30","-0H 45M"
,"Webb, Logan",657277,"R","CH",887,"86.4",1490,"10.6",0.589074373356601,0.7371814799505176,275.02594320752036,315.3637271266857,"Changeup",74,525,450,-40.33778391916536,40.33778391916534,75,8,45,7,30,1,15,"8:45","7:30","+1H 15M"
,"Wells, Alex",649144,"L","CH",13,"82.4",1594,"19.4",0.9834424235562981,0.9902334112609741,122.34971762969724,123.28329280660006,"Changeup",99,120,120,-0.9335751769028207,0.9335751769028421,0,2,0,2,0,0,0,"2:00","2:00"," 0H 00M"
,"Wentz, Joey",666214,"L","CH",74,"84.1",2085,"19.1",0.894898282012109,0.970960360430574,120.92396834465684,123.60671159880364,"Changeup",97,120,120,-2.6827432541468,2.6827432541467933,0,2,0,2,0,0,0,"2:00","2:00"," 0H 00M"
,"Young, Alex",622065,"L","CH",131,"86.2",1481,"12.2",0.7075577738068308,0.8372309128196506,125.00947740425406,91.46589257012214,"Changeup",84,105,180,33.54358483413192,33.54358483413194,-75,1,45,3,0,1,15,"1:45","3:00","-1H 15M"
,"Zeuch, T.J.",643615,"R","CH",32,"85.6",1676,"15.7",0.8261672822477928,0.9536572610476297,240.52659949091534,257.9388098483867,"Changeup",95,600,570,-17.412210357471366,17.412210357471366,30,10,0,9,30,0,30,"10:00","9:30","+0H 30M"
,"Akin, Keegan",669211,"L","CH",223,"84.2",1966,"18.5",0.884970037660732,0.9864008278622736,118.70373632063993,113.70941818584765,"Changeup",99,120,135,4.99431813479228,4.994318134792261,-15,2,0,2,15,0,15,"2:00","2:15","-0H 15M"
,"Allen, Logan",663531,"L","CH",19,"84.8",1431,"15.4",0.870290648877601,0.944784682412592,128.204750197755,112.41348418713592,"Changeup",94,105,135,15.791266010619083,15.79126601061909,-30,1,45,2,15,0,30,"1:45","2:15","-0H 30M"
,"Ashby, Aaron",676879,"L","CH",351,"89.2",1786,"15.8",0.8183419948684527,0.8359241097404088,132.1902575808078,98.02262904730796,"Changeup",84,90,165,34.16762853349985,34.16762853349986,-75,1,30,2,45,1,15,"1:30","2:45","-1H 15M"
,"Avila, Pedro",658648,"R","CH",24,"81.9",1692,"5",0.2555063347567722,0.2870886889865879,165.8084205335532,218.46950256132385,"Changeup",29,750,645,-52.66108202777065,52.66108202777063,105,12,30,10,45,1,45,"12:30","10:45","+1H 45M"
,"Baker, Bryan",641329,"R","CH",202,"83.9",1909,"17.9",0.8646423855198946,0.8729442296964096,210.76940748976645,237.5257874225624,"Changeup",87,660,600,-26.756379932795937,26.756379932795923,60,11,0,10,0,1,0,"11:00","10:00","+1H 00M"
,"Bard, Daniel",453268,"R","CH",23,"90.2",2264,"17.7",0.8870196779183992,0.9734572950698447,238.47188153825115,252.14283731688386,"Changeup",97,600,570,-13.670955778632703,13.670955778632662,30,10,0,9,30,0,30,"10:00","9:30","+0H 30M"
,"Barnes, Matt",598264,"R","CH",45,"87.4",2063,"19.6",0.9253636601057408,0.9481255918176074,246.88003292629142,248.43382198210367,"Changeup",95,585,585,-1.5537890558122456,1.5537890558122196,0,9,45,9,45,0,0,"9:45","9:45"," 0H 00M"
,"Beede, Tyler",595881,"R","CH",270,"84.8",1623,"16.6",0.8904200340994906,0.914730412291453,239.14225748483622,261.78720634335775,"Changeup",91,600,555,-22.64494885852153,22.644948858521563,45,10,0,9,15,0,45,"10:00","9:15","+0H 45M"
,"Beeks, Jalen",656222,"L","CH",483,"90.3",1932,"18.9",0.9351144901539774,0.876847895989897,140.8088119419328,112.52523744016082,"Changeup",88,75,135,28.283574501771966,28.283574501771984,-60,1,15,2,15,1,0,"1:15","2:15","-1H 00M"
,"Brubaker, JT",664141,"R","CH",119,"87.2",1882,"17",0.8461092406910392,0.909737915439915,228.7191979706016,252.35224375152657,"Changeup",91,630,570,-23.63304578092496,23.633045780924956,60,10,30,9,30,1,0,"10:30","9:30","+1H 00M"
,"Bundy, Dylan",605164,"R","CH",372,"81.1",1372,"14",0.7922760226976528,0.9100949732083701,224.3021402305671,248.92130574133466,"Changeup",91,630,585,-24.619165510767573,24.619165510767566,45,10,30,9,45,0,45,"10:30","9:45","+0H 45M"
,"Burke, Brock",656271,"L","CH",172,"88.2",1991,"19.2",0.9425697559991871,0.9293830473494594,132.4970397159585,112.43753693482016,"Changeup",93,90,135,20.059502781138335,20.05950278113833,-45,1,30,2,15,0,45,"1:30","2:15","-0H 45M"
,"Báez, Pedro",520980,"R","CH",32,"83.3",1519,"17",0.910573730771855,0.9858468355213629,214.33525661030387,231.90388854046014,"Changeup",99,645,615,-17.568631930156272,17.568631930156254,30,10,45,10,15,0,30,"10:45","10:15","+0H 30M"
,"Cease, Dylan",656302,"R","CH",72,"77.8",1721,"16.5",0.8083085032862976,0.862009660398757,187.565376708248,211.88772131802767,"Changeup",86,705,660,-24.322344609779663,24.322344609779652,45,11,45,11,0,0,45,"11:45","11:00","+0H 45M"
,"Cole, Gerrit",543037,"R","CH",274,"89.7",1615,"17",0.9216390990866594,0.984146209425718,238.28270340559027,240.9429616302965,"Changeup",98,600,600,-2.66025822470624,2.660258224706281,0,10,0,10,0,0,0,"10:00","10:00"," 0H 00M"
,"Coonrod, Sam",656322,"R","CH",24,"89.6",1504,"15.7",0.8883895674613825,0.9554953730492547,244.9595433278926,261.49451022504445,"Changeup",96,585,555,-16.53496689715186,16.53496689715186,30,9,45,9,15,0,30,"9:45","9:15","+0H 30M"
,"Davies, Zach",605200,"R","CH",759,"79.7",1673,"16.4",0.8489571571925585,0.9888533166267066,248.4564699632237,244.40178929740284,"Changeup",99,585,585,4.054680665820854,4.054680665820863,0,9,45,9,45,0,0,"9:45","9:45"," 0H 00M"
,"Dunn, Justin",643290,"R","CH",12,"88.4",1645,"14.8",0.8183205270242082,0.8484424755831105,219.46085424744214,233.46486843181324,"Changeup",85,645,615,-14.004014184371101,14.004014184371066,30,10,45,10,15,0,30,"10:45","10:15","+0H 30M"
,"Elder, Bryce",693821,"R","CH",99,"86",2111,"12.9",0.614117509614892,0.6787657752548155,217.29805078548762,257.25050068813584,"Changeup",68,645,570,-39.952449902648226,39.95244990264818,75,10,45,9,30,1,15,"10:45","9:30","+1H 15M"
,"Ellis, Chris",595939,"R","CH",11,"86",1807,"18.5",0.9123840982092027,0.9953648510526063,243.35292414799295,255.64912559722194,"Changeup",100,600,570,-12.296201449228988,12.296201449228986,30,10,0,9,30,0,30,"10:00","9:30","+0H 30M"
,"Farmer, Buck",571656,"R","CH",178,"88.7",1671,"15.1",0.8150476899155811,0.7670105705918452,246.3675868387792,272.5739975894351,"Changeup",77,585,540,-26.20641075065592,26.206410750655944,45,9,45,9,0,0,45,"9:45","9:00","+0H 45M"
,"Fedde, Erick",607200,"R","CH",76,"86.1",1516,"15.3",0.8339959379651135,0.8631300745954618,234.2676497238749,265.53381285123186,"Changeup",86,615,555,-31.266163127356947,31.266163127357,60,10,15,9,15,1,0,"10:15","9:15","+1H 00M"
,"Floro, Dylan",571670,"R","CH",130,"85.2",1819,"17.9",0.8960536543564777,0.9539881198178107,250.33557652497382,268.2074919292827,"Changeup",95,585,540,-17.87191540430888,17.87191540430888,45,9,45,9,0,0,45,"9:45","9:00","+0H 45M"
,"Foley, Jason",671345,"R","CH",65,"89.5",1596,"15.8",0.8728344895012621,0.9939204854832743,254.17071276695083,266.70594169786216,"Changeup",99,570,540,-12.53522893091133,12.5352289309113,30,9,30,9,0,0,30,"9:30","9:00","+0H 30M"
,"Foster, Matt",641582,"R","CH",73,"83.9",1822,"17.3",0.855973096031407,0.983226556467784,228.47900486887482,226.07835114990027,"Changeup",98,630,630,2.400653718974553,2.4006537189745787,0,10,30,10,30,0,0,"10:30","10:30"," 0H 00M"
,"Frías, Luis",666818,"R","CH",18,"89.7",1324,"15.4",0.9524334392221021,0.7920928621948433,210.91104556357035,230.16508235110524,"Changeup",79,660,615,-19.254036787534886,19.254036787534883,45,11,0,10,15,0,45,"11:00","10:15","+0H 45M"
,"Garcia, Luis",677651,"R","CH",229,"84.8",2032,"20",0.9410820533766756,0.991613557634987,236.01154088945407,243.68573265745349,"Changeup",99,615,600,-7.674191767999417,7.6741917679994645,15,10,15,10,0,0,15,"10:15","10:00","+0H 15M"
,"Garcia, Rico",670329,"R","CH",30,"86.4",2050,"19.4",0.9287028147876825,0.9854418749057051,222.359158290711,223.2793674369875,"Changeup",99,630,630,-0.9202091462765054,0.9202091462764849,0,10,30,10,30,0,0,"10:30","10:30"," 0H 00M"
,"Gibson, Kyle",502043,"R","CH",271,"84.6",1623,"15.6",0.8254871141457277,0.8360901820502135,228.14081110157798,261.3462910195355,"Changeup",84,630,555,-33.20547991795752,33.205479917957504,75,10,30,9,15,1,15,"10:30","9:15","+1H 15M"
,"Gray, Josiah",680686,"R","CH",72,"88.1",2056,"19.3",0.9118883829915918,0.9853477529538032,237.94966792560663,242.34803056896448,"Changeup",99,600,600,-4.398362643357842,4.398362643357833,0,10,0,10,0,0,0,"10:00","10:00"," 0H 00M"
,"Henry, Tommy",674072,"L","CH",70,"84.8",1439,"15.5",0.9112462264606243,0.9357655238585684,121.71033501478428,100.87764305579898,"Changeup",94,120,165,20.832691958985293,20.832691958985293,-45,2,0,2,45,0,45,"2:00","2:45","-0H 45M"
,"Hjelle, Sean",663546,"R","CH",31,"88.4",1749,"14.5",0.7768531976897163,0.9316630692671339,241.31896393254186,255.47739128387855,"Changeup",93,600,570,-14.158427351336684,14.158427351336737,30,10,0,9,30,0,30,"10:00","9:30","+0H 30M"
,"Jax, Griffin",643377,"R","CH",155,"89.8",1578,"15.7",0.8683418940000429,0.9014648947126099,228.5984740916228,253.2675857586555,"Changeup",90,630,570,-24.669111667032723,24.669111667032738,60,10,30,9,30,1,0,"10:30","9:30","+1H 00M"
