Name,Team,IP,Pit+ FA,Pit+ SI,Pit+ FC,Pit+ FS,Pit+ SL,Pit+ CU,Pit+ CH,Pit+ KC,Pit+ FO,Stuff+,Location+,Pitching+,ERA,Name,Team,Season,Age,K/9,WHIP,BABIP,FIP,K%,NameASCII,PlayerId,MLBAMID
"Garrett Cleavinger","- - -",35,97.51340206185569,96.19174311926605,,,111.32581967213115,71.91999999999999,,,,108.08585027498441,99.4598950851073,102.36921916039063,3.6000006866456387,"Garrett Cleavinger","- - -",2022,28,11.828573684692813,0.9428573226929053,0.21333333333333335,3.304182806408326,0.32857143,"Garrett Cleavinger",17897,664076
"Pierce Johnson","- - -",77,90.10448979591833,,,,109.946875,110.79208899876393,,,,119.49639636723238,100.2780688092672,102.94172325667519,4.207792989518981,"Pierce Johnson","- - -",2022,32,12.974028384350191,1.4935067709712433,0.36464088397790057,3.683039566998791,0.3255132,"Pierce Johnson",13435,572955
"Tanner Scott","MIA",140.2,103.82182163187852,,,,107.50511562718994,,,,,132.72919182270186,96.05440579036197,105.90942099963854,3.1990524507999596,"Tanner Scott","MIA",2022,28,12.412323509103844,1.2654029694275397,0.31645569620253167,2.836057956336147,0.32550336,"Tanner Scott",17586,656945
"Shohei Ohtani","LAA",298,99.41714082503556,98.74355515695068,92.3670934529064,114.02222222222221,113.59953314886114,99.89228187919463,,,,125.1316597141342,96.89942558095748,105.26488961556143,2.6879194630872485,"Shohei Ohtani","LAA",2022,28,11.657718120805368,1.0335570469798658,0.26777609682299547,3.108486153455389,0.3240974,"Shohei Ohtani",19755,660271
"Alex Vesia","LAD",104,106.22049110922949,,,,102.26408450704226,,91.75818181818181,,,111.91569414051392,101.43931058647746,104.5904918054463,3.2019237815982633,"Alex Vesia","LAD",2022,27,12.375002723474369,1.2500002750984212,0.32388663967611336,2.853612963821955,0.32207207,"Alex Vesia",25007,681911
"Joe Jiménez","- - -",113,112.02203389830505,,,,107.15885416666667,,95.82564102564105,,,114.67976185383245,105.09755927272728,109.51111181461673,3.265487166613981,"Joe Jiménez","- - -",2022,28,11.946904268099932,1.1238939570731046,0.3140794223826715,2.794144757108205,0.31982942,"Joe Jimenez",15761,641729
"Zach Jackson","OAK",66,89.2612303290415,,139.1,,104.90694698354662,,98.77272727272727,,,102.58522637013503,90.14360603653695,96.17648927720414,2.863637025691414,"Zach Jackson","OAK",2022,28,12.27273011010606,1.3484851602462213,0.30344827586206896,2.863445609205366,0.31914894,"Zach Jackson",19493,667427
"Matt Brash","SEA",121.1,91.72,113.8974358974359,94.77547169811321,,113.29011857707509,,80.08749999999999,105.22508116883115,,121.79849108920165,93.68127079834845,103.69582036528425,3.634616108335831,"Matt Brash","SEA",2022,24,12.535716781811335,1.4258244597326502,0.3684210526315789,2.7834012005554745,0.31886792,"Matt Brash",25756,666374
"Caleb Thielbar","MIN",90,102.50471063257066,,,,112.99449659010627,110.44840579710146,70.84,,,108.42929634641408,103.5761840324763,107.10297699594042,3.4000008646649333,"Caleb Thielbar","MIN",2022,36,11.600002950033302,1.0888891658077238,0.29107981220657275,3.116579366424332,0.31780822,"Caleb Thielbar",10078,573204
"Blake Snell","SDP",308,100.29208025343189,,,,100.75807106598985,109.92099898063199,104.39886039886039,,,111.01673135656975,96.9705862470899,102.61817845941808,2.7175324675324677,"Blake Snell","SDP",2022,29,11.834415584415584,1.1948051948051948,0.2778581765557164,3.173046860137543,0.31714957,"Blake Snell",13543,605483
"Sawyer Gipson-Long","DET",20,99.02000000000001,95.18095238095239,101.27499999999999,,110.3766355140187,,102.15243902439025,,,108.48898809523808,101.00565476190475,102.70803571428571,2.7,"Sawyer Gipson-Long","DET",2023,25,11.7,1.1,0.2608695652173913,3.1550403594970704,0.31707317,"Sawyer Gipson-Long",26048,687830
"Daniel Hudson","LAD",27.1,104.22946058091284,85.00000000000001,,,105.68019801980199,,91.82666666666667,,,108.5494137115839,101.41495035460993,103.96990911478854,1.9756099858644516,"Daniel Hudson","LAD",2022,36,11.524391584209301,0.9878049929322258,0.27692307692307694,2.1402782571428878,0.31531532,"Daniel Hudson",7146,543339
"Trevor Richards","TOR",136.2,94.31566345716134,,,,,92.21238095238097,111.46730449251247,,,105.69346046615401,95.88922219723858,102.45401156403103,5.136586285840346,"Trevor Richards","TOR",2022,30,12.314636351950574,1.3902441514382704,0.31210191082802546,4.146794200716872,0.31375839,"Trevor Richards",19309,670950
"Jason Adam","TBR",117.2,103.29834437086092,,,,109.78073327834728,,101.10064412238326,,,124.70228008235136,96.0036843196519,104.76674726590448,2.2181305752874305,"Jason Adam","TBR",2022,31,11.014165615220346,0.8753542117034688,0.2151394422310757,3.3822478132009914,0.31372549,"Jason Adam",11861,592094
"Alexis Díaz","CIN",131,100.89433350686325,,,,99.45071447032136,54.7,,,,112.05711515089041,92.28493692250491,100.32677139312818,2.473282730834347,"Alexis Díaz","CIN",2022,26,11.610688375305685,1.076336003233466,0.22580645161290322,3.4223727377812763,0.31238447,"Alexis Diaz",21132,664747
"Josh Sborz","TEX",74.2,99.7645472061657,,,,101.29595238095239,106.83789808917197,,,,118.10755233263592,95.83522638462935,102.05028060420193,5.7857150739554095,"Josh Sborz","TEX",2022,28,11.812501609325627,1.28571446087898,0.3181818181818182,3.8418492500199677,0.31111111,"Josh Sborz",18323,622250
"Erik Swanson","- - -",120.1,97.12653301886792,,,111.12630853994487,100.59614325068873,,,,,101.4315271668234,100.20897460789371,103.01890119224585,2.3933521293320767,"Erik Swanson","- - -",2022,28,10.844876836035972,1.0138505547865047,0.2857142857142857,2.767616182037021,0.30982906,"Erik Swanson",16587,657024
"Paul Sewald","- - -",124.2,110.55351598173517,,,,109.87521739130436,,,,,129.2911605890818,100.71444228325034,110.18437967796247,2.887700858750669,"Paul Sewald","- - -",2022,33,10.973263263252543,0.9545455616425823,0.21818181818181817,3.7272837455293932,0.3095723,"Paul Sewald",13892,623149
"Ryan Pressly","HOU",113.2,99.34775160599568,129.8,,,124.525782414307,115.77176724137934,109.10862068965517,,,149.4522343898011,101.11834751592616,114.23685743746262,3.3255134940956537,"Ryan Pressly","HOU",2022,34,11.005866087602282,0.9941349863301822,0.26765799256505574,2.9128750657964253,0.30888889,"Ryan Pressly",7005,519151
"Craig Kimbrel","- - -",129,109.598927613941,,,,,,,108.6882602545969,,120.05265379898005,101.66964043638244,109.32696533471044,3.4883721961789447,"Craig Kimbrel","- - -",2022,35,11.581395691314096,1.1705426702733792,0.2764505119453925,3.5375476474944314,0.30855019,"Craig Kimbrel",6655,518886
"Hunter Greene","CIN",237.2,104.76764325721672,,,,111.0543004587156,,84.98392857142858,,,127.19238982892433,101.5967941046624,106.20253182877272,4.619915897962358,"Hunter Greene","CIN",2022,23,11.966339538984467,1.3085554137215785,0.30935251798561153,4.311472731509127,0.30709427,"Hunter Greene",22182,668881
"Abner Uribe","MIL",30.2,98.37941176470589,90.80411392405064,,,112.38383233532936,,,,,138.15320754716984,93.6066037735849,98.57037735849056,1.7608698207624838,"Abner Uribe","MIL",2023,23,11.445653834956145,1.173913213841656,0.23880597014925373,2.7659098537297138,0.30708661,"Abner Uribe",25327,682842
"Michael King","NYY",155.2,106.11243243243244,105.39257075471698,,,109.57691104709272,,98.24227315089384,,,113.41637881155305,101.87086827368135,105.88150068997697,2.6017134233848704,"Michael King","NYY",2022,28,11.158459793628444,1.098501223206945,0.29649595687331537,2.835727178176064,0.30634921,"Michael King",19853,650633
"Evan Phillips","LAD",124.1,99.6096866096866,101.09067357512953,106.25489361702128,,115.86128640776698,,,,,122.39912996193584,102.60570962479603,108.6364328439369,1.592493460452559,"Evan Phillips","LAD",2022,28,10.351207492941633,0.7962467302262795,0.22340425531914893,2.5393481539527762,0.30620985,"Evan Phillips",17734,623465
"Raisel Iglesias","- - -",117.2,100.8512776831346,94.88157099697884,,,115.75552699228788,,105.6348708487085,,,104.64959572545399,105.46632014111934,104.25987181587946,2.6005668392168966,"Raisel Iglesias","- - -",2022,32,11.167139956637262,1.0708216396775456,0.2961672473867596,2.839954377855224,0.30607966,"Raisel Iglesias",17130,628452
"David Bednar","PIT",119,106.45064102564102,198.5,,104.65261538461537,,99.26562786929517,,,,114.7386782317393,100.49945543993317,104.20782915302192,2.268907781223436,"David Bednar","PIT",2022,28,11.268908646743068,1.10924380415368,0.30344827586206896,2.48724071214553,0.30595483,"David Bednar",19569,670280
"Kenley Jansen","- - -",108.2,,100.00598591549293,110.74193284193287,,105.02453703703705,,,,,123.2895315971669,102.56681586851481,108.09799199723878,3.4785278108823703,"Kenley Jansen","- - -",2022,35,11.34662643073535,1.1411043612418357,0.2823529411764706,3.391908480780767,0.30580357,"Kenley Jansen",3096,445276
"Anthony Gose","CLE",21,86.94603174603176,,,,100.16176470588233,,53.2,,,95.86250000000001,87.75531914893617,91.21462765957446,4.714286570646481,"Anthony Gose","CLE",2022,31,12.000002179827405,1.3809526318055347,0.24444444444444444,5.064812308698619,0.30434783,"Anthony Gose",5097,543238
"Andrew Nardi","MIA",72,103.66321559074296,,,,110.53125,,87.1258064516129,,,109.57732732732728,102.37072072072071,105.84121621621621,4.125000874201642,"Andrew Nardi","MIA",2022,24,12.125002569623009,1.45833364239452,0.3372093023255814,4.323212758758112,0.303125,"Andrew Nardi",25942,677053
"José Soriano","LAA",42,96.49421965317919,88.4,,,91.07575757575759,,,,,121.28133704735379,92.68565459610026,95.77966573816154,3.6428574737237724,"José Soriano","LAA",2023,24,12.000001089913603,1.3333334544348447,0.30526315789473685,3.969326138658594,0.3027027,"Jose Soriano",22100,667755
"Brandon Woodruff","MIL",220.1,110.61999999999999,97.39391191709845,,,110.23974025974024,111.01271820448878,117.58414239482201,,,115.18366809395526,106.87687823894309,109.02250422642126,2.818456948572224,"Brandon Woodruff","MIL",2022,30,10.783661368450248,0.9939485857283689,0.2611218568665377,3.2374907336342615,0.3024055,"Brandon Woodruff",16162,605540
"Carlos Rodón","- - -",242.1,106.18240925408855,,,,108.0078025477707,93.57459016393442,90.05887850467289,,,116.12898746512991,101.31992070178553,105.56752798428123,3.936726354978923,"Carlos Rodón","- - -",2022,30,11.178817291025055,1.1389271215662293,0.2908777969018933,3.1915556304021844,0.30220884,"Carlos Rodon",16137,607074
"Taylor Rogers","- - -",116,91.6,92.79358024691356,96.61176470588236,,102.45018322941175,,,,,98.68823726639695,95.54091553205822,98.27310534182892,4.3448284434933715,"Taylor Rogers","- - -",2022,31,11.482760886375338,1.20689678985927,0.3062730627306273,3.5811220265556805,0.30204082,"Taylor Rogers",13449,573124
"Luke Jackson","SFG",33.1,84.05277777777779,,,,109.42349726775956,97.18571428571428,,,,109.06819047619051,94.57561904761906,101.86380952380952,2.9700004531861044,"Luke Jackson","SFG",2023,31,11.610001771545681,1.2300001876831341,0.2839506172839506,3.285040364074708,0.3006993,"Luke Jackson",11752,592426
"Andrew Bellatti","PHI",79,96.00823723228996,,,,97.83500000000002,,79.54361702127659,,,108.22748414376325,94.5023960535588,95.92508809020435,3.873418469666777,"Andrew Bellatti","PHI",2022,30,11.73417948163759,1.3797471019401264,0.32642487046632124,3.4734145724824685,0.30029155,"Andrew Bellatti",10657,571479
"Kirby Yates","ATL",67.1,93.89859154929579,,,90.4163568773234,54.86470588235294,,,,,104.02328628522287,94.46652525357919,91.7534305123438,3.4752478364892947,"Kirby Yates","ATL",2022,36,11.495050536079974,1.232673377900049,0.2097902097902098,4.903581120708685,0.29965157,"Kirby Yates",9073,489446
"David Robertson","- - -",129,,,102.6151487826871,,98.56169265033405,,93.15333333333335,109.74086799276672,,122.7955432844416,96.61696256837625,103.39716908281233,2.720930393481019,"David Robertson","- - -",2022,38,11.093023911884154,1.1782946433308117,0.2677966101694915,3.564501912015851,0.29831144,"David Robertson",8241,502085
"Kevin Gausman","TOR",359.2,106.3597122302158,,,114.2960295475531,97.44774802070039,,115.34117647058822,,,106.65891233546634,105.53673025389035,108.2958375482374,3.25301214019838,"Kevin Gausman","TOR",2022,32,11.060241276674493,1.2066728793556385,0.3427027027027027,2.6825405294468765,0.29704301,"Kevin Gausman",14107,592332
"Freddy Peralta","MIL",243.2,106.80218579234972,,,,101.95281933256616,106.62556917688266,86.33111510791365,,,101.00489026717554,101.03401717557249,103.07259064885494,3.7674421062183843,"Freddy Peralta","MIL",2022,26,10.932969249418056,1.0916553379674185,0.26424870466321243,3.5951626972990196,0.29689067,"Freddy Peralta",18679,642547
"Gerrit Cole","NYY",409.2,110.33759092231595,,96.6203196347032,,116.1161040787623,,97.26836935166993,107.82696929238985,,130.05736692216527,102.98749176193907,109.40048296727629,3.05370227273523,"Gerrit Cole","NYY",2022,32,10.523189846332196,0.9983726854905748,0.26461538461538464,3.3121186122863278,0.29677819,"Gerrit Cole",13125,543037
"Ryan Walker","SFG",61.1,,95.28280373831777,,,113.39815498154982,53.4,,,,114.97557319474961,100.51072509799903,104.36582448211352,3.2282616392427705,"Ryan Walker","SFG",2023,27,11.445654902769823,1.3858698956345226,0.3509933774834437,3.678953504044101,0.29657795,"Ryan Walker",20423,676254
"Robert Stephenson","- - -",110.1,98.86946688206785,,103.53164556962027,100.91744186046509,114.31468315301392,125.74166666666667,,,,119.28757702246075,101.91937321937321,106.59156005711449,4.32326352496736,"Robert Stephenson","- - -",2022,30,10.767373307465878,1.1148038020356086,0.2808988764044944,3.7510705740553707,0.29464286,"Robert Stephenson",13594,596112
"Camilo Doval","SFG",135.1,,91.53986417159331,97.67613793103448,,109.17336293007769,,,,,118.00284221135729,98.55128452146596,100.45831591247646,2.726601395119562,"Camilo Doval","SFG",2022,25,11.105912999633338,1.1896553512581287,0.3006134969325153,2.873390806338888,0.29453263,"Camilo Doval",21992,666808
"A.J. Puk","- - -",123,102.83884297520663,89.7651106327593,,,111.55882213480382,,116.94761904761906,,,118.7013949026463,100.53936975020692,104.86818854537509,3.5121957755104205,"A.J. Puk","- - -",2022,28,11.268294779762599,1.1626018423564586,0.29605263157894735,3.641546510636496,0.29445507,"A.J. Puk",19343,640462
"Matt Strahm","- - -",132.1,102.04115720524018,105.4747922437673,89.28450774612693,,105.22629249124134,107.93255813953489,84.69999999999999,,,104.24479877350554,102.76523162955236,102.4295711593603,3.4685144871418685,"Matt Strahm","- - -",2022,31,10.881614077307823,1.0881614077307824,0.2795031055900621,3.4033788048014735,0.29411765,"Matt Strahm",13799,621381
"Matt Festa","SEA",63,98.23401639344262,54.04999999999999,104.84285714285716,,107.4013605442177,,,,,118.55080462942614,97.784624348955,103.28811806235439,4.142857707276713,"Matt Festa","SEA",2022,30,11.000001498631272,1.222222388736808,0.2535211267605634,4.482010300705991,0.29389313,"Matt Festa",19330,670036
"Tommy Kahnle","- - -",53.1,90.64350649350651,85.51111111111112,,,89.49374999999999,,99.14555214723926,,,102.90045389053866,97.27969296435843,96.89867485608761,2.7000001609325506,"Tommy Kahnle","- - -",2022,33,10.462500623613634,0.9937500592321192,0.20689655172413793,4.064920686984193,0.29383886,"Tommy Kahnle",11384,592454
"Trevor Megill","- - -",79.2,106.22450638792101,,,,112.83962264150944,,,107.5152709359606,,121.83165515988372,99.51820130813952,106.49879723837209,4.292887577441556,"Trevor Megill","- - -",2022,29,11.410043297936769,1.4309625258138523,0.38349514563106796,2.785365571309458,0.29360465,"Trevor Megill",17722,656730
"Nick Lodolo","CIN",137.2,97.09571812224729,93.99407894736845,,,,101.4459785522788,88.39254901960786,,,100.36152403973934,98.62199030928073,97.02795906136944,4.314770175054988,"Nick Lodolo","CIN",2022,25,11.636804411511937,1.372881419335678,0.35347432024169184,4.368336055579344,0.29324547,"Nick Lodolo",26378,666157
"Jovani Moran","MIN",83,91.64496350364963,,,,100.97647058823529,,103.41181818181819,,,96.42816954385965,93.79757754385962,97.40248701754386,3.7951815950282444,"Jovani Moran","MIN",2022,26,11.060243505510883,1.2650605316760815,0.2878787878787879,2.8237216301158288,0.29310345,"Jovani Moran",20422,663558
"Max Scherzer","- - -",298,102.51727058823529,,100.32748917748918,,109.00468409586057,102.29465346534654,104.55605815831989,,,99.83282083820168,103.53081012180674,103.81524412179682,3.050335648564477,"Max Scherzer","- - -",2022,38,10.479866040117559,1.0167785495214923,0.2703081232492997,3.490859517839301,0.2925801,"Max Scherzer",3137,453286
"Kodai Senga","NYM",166.1,96.71346899224805,,92.50787965616045,,101.80860805860806,86.86533333333334,,,100.29003021148036,97.39797297297294,94.9147581792319,96.6712304409673,2.9759519948084643,"Kodai Senga","NYM",2023,30,10.929860053660178,1.2204409190830672,0.27735368956743,3.6337978861090567,0.29106628,"Kodai Senga",31838,673540
"Héctor Neris","HOU",133.2,99.72359550561801,94.79588688946016,,107.58801916932909,102.16608225108224,,,,,104.76126940448891,99.79532819123065,101.26726018576427,2.693267037885255,"Héctor Neris","HOU",2022,34,10.503741447752494,1.0324190311893477,0.25559105431309903,3.10304176448954,0.29104478,"Hector Neris",11804,593576
"Tommy Nance","MIA",43.2,92.50300000000001,92.52522935779817,,,102.67753623188405,107.62101694915256,,,,109.497586886735,97.03445741595185,100.37039957059842,4.328244904997863,"Tommy Nance","MIA",2022,31,11.748093313565628,1.5114506017452853,0.3669724770642202,3.7078509356840783,0.29081633,"Tommy Nance",19178,667297
"J.P. Feyereisen","TBR",24.1,102.91372549019607,,,,103.66799999999999,,107.47032967032966,,,105.89767441860467,100.94098837209302,104.33837209302327,0,"J.P. Feyereisen","TBR",2022,29,9.246577275227017,0.49315078801210754,0.125,1.674074536627895,0.29069767,"J.P. Feyereisen",16610,656420
"Steven Okert","MIA",110,90.92321937321937,,,,104.80428348909656,,,,,111.13902284574057,96.3120077794842,99.85045236834847,3.7636373139809414,"Steven Okert","MIA",2022,31,11.127275536987131,1.2181821257812708,0.26459143968871596,4.215762312188163,0.29059829,"Steven Okert",13580,595345
"Shelby Miller","- - -",49,102.42824601366742,,,102.18160919540232,104.04802259887006,,,,,112.642099902629,99.48908568646543,102.71875540408959,2.3877553344021365,"Shelby Miller","- - -",2022,32,10.285715286655357,0.9591837668111146,0.2,3.2142594296339526,0.29015544,"Shelby Miller",10197,571946
"Ron Marinaccio","NYY",91.1,95.59422110552764,,,,103.78553191489364,,93.64555735056544,,,111.32896333994937,89.6761974103158,96.0482354777895,3.054745206010405,"Ron Marinaccio","NYY",2022,27,11.036498808811785,1.182482015229834,0.24257425742574257,3.974659387176245,0.29015544,"Ron Marinaccio",23488,676760
"DL Hall","BAL",33,106.7991150442478,,,,113.62565789473683,118.02821969696971,108.81379310344829,,,115.01043868360962,103.93647661004866,109.05515928595077,4.363637246376405,"DL Hall","BAL",2022,23,11.454547771738063,1.393939675925796,0.36666666666666664,2.438404002465945,0.28965517,"DL Hall",22207,669084
"Zack Weiss","- - -",27.1,100.48333333333333,113.5,100.72911877394637,,105.91992619926201,,,,,131.08364191110186,96.17398932112889,103.7759309340545,3.292683539541019,"Zack Weiss","- - -",2022,31,10.865855680485364,1.0609758071854396,0.16666666666666666,5.270841059464672,0.28947368,"Zack Weiss",15444,592848
"Chris Sale","BOS",108.1,100.26882430647292,94.94347826086957,,,99.84045454545453,,99.17416666666665,,,94.59300562076679,100.19009296792834,99.5556030351195,4.23692320125061,"Chris Sale","BOS",2022,34,10.800000316913321,1.1261538791995087,0.2894736842105263,3.7275808077903845,0.28888889,"Chris Sale",10603,519242
"Eury Pérez","MIA",91.1,109.30430416068867,,,,107.15391120507402,98.88785046728972,82.09466666666668,,,110.30228161668839,98.46870925684482,104.54491525423728,3.153284847136162,"Eury Pérez","MIA",2023,20,10.642336359084545,1.1277372890799469,0.26146788990825687,4.109055005596447,0.28877005,"Eury Perez",27768,691587
"Dauri Moreta","- - -",96.1,98.0025236453393,104.90000000000002,,,90.73571428571425,,97.52331761006288,,,90.64058938212834,97.06915938328015,92.90367168543509,4.391004345451414,"Dauri Moreta","- - -",2022,26,10.743946802700266,1.12110749245568,0.252212389380531,4.070265185655591,0.28822055,"Dauri Moreta",21101,664294
"Dylan Cease","CHW",361,101.92801057002642,95.20666666666666,,,110.29853733641262,,88.43085714285715,98.77376344086022,,123.10049646828378,97.51970825976596,104.47751554406884,3.365650969529086,"Dylan Cease","CHW",2022,27,10.994459833795014,1.260387811634349,0.29683972911963885,3.40395968957621,0.28804703,"Dylan Cease",18525,656302
"Alex Lange","DET",129.1,82.99999999999999,85.22859531772573,,,,102.90533898305085,94.64859813084111,,,118.78311623768792,89.59310406982718,95.86719921947432,3.5489696304430822,"Alex Lange","DET",2022,27,11.203610009830122,1.2835053565436856,0.2633333333333333,3.819226601473557,0.28801431,"Alex Lange",19883,656638
